"states"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	stateBirths
	"Maryland"	"24"	"2015"	"2015"	"November"	"11"	5911
	"Maryland"	"24"	"2015"	"2015"	"December"	"12"	6227
	"Massachusetts"	"25"	"2007"	"2007"	"January"	"1"	6250
	"Massachusetts"	"25"	"2007"	"2007"	"February"	"2"	5833
	"Massachusetts"	"25"	"2007"	"2007"	"March"	"3"	6570
	"Massachusetts"	"25"	"2007"	"2007"	"April"	"4"	6227
	"Massachusetts"	"25"	"2007"	"2007"	"May"	"5"	6858
	"Massachusetts"	"25"	"2007"	"2007"	"June"	"6"	6735
	"Massachusetts"	"25"	"2007"	"2007"	"July"	"7"	6933
	"Massachusetts"	"25"	"2007"	"2007"	"August"	"8"	7291
	"Massachusetts"	"25"	"2007"	"2007"	"September"	"9"	6385
	"Massachusetts"	"25"	"2007"	"2007"	"October"	"10"	6466
	"Massachusetts"	"25"	"2007"	"2007"	"November"	"11"	6198
	"Massachusetts"	"25"	"2007"	"2007"	"December"	"12"	6221
	"Massachusetts"	"25"	"2008"	"2008"	"January"	"1"	6341
	"Massachusetts"	"25"	"2008"	"2008"	"February"	"2"	6051
	"Massachusetts"	"25"	"2008"	"2008"	"March"	"3"	6444
	"Massachusetts"	"25"	"2008"	"2008"	"April"	"4"	6396
	"Massachusetts"	"25"	"2008"	"2008"	"May"	"5"	6781
	"Massachusetts"	"25"	"2008"	"2008"	"June"	"6"	6583
	"Massachusetts"	"25"	"2008"	"2008"	"July"	"7"	6820
	"Massachusetts"	"25"	"2008"	"2008"	"August"	"8"	6803
	"Massachusetts"	"25"	"2008"	"2008"	"September"	"9"	6531
	"Massachusetts"	"25"	"2008"	"2008"	"October"	"10"	6510
	"Massachusetts"	"25"	"2008"	"2008"	"November"	"11"	5627
	"Massachusetts"	"25"	"2008"	"2008"	"December"	"12"	6135
	"Massachusetts"	"25"	"2009"	"2009"	"January"	"1"	5976
	"Massachusetts"	"25"	"2009"	"2009"	"February"	"2"	5515
	"Massachusetts"	"25"	"2009"	"2009"	"March"	"3"	6208
	"Massachusetts"	"25"	"2009"	"2009"	"April"	"4"	6261
	"Massachusetts"	"25"	"2009"	"2009"	"May"	"5"	6520
	"Massachusetts"	"25"	"2009"	"2009"	"June"	"6"	6509
	"Massachusetts"	"25"	"2009"	"2009"	"July"	"7"	6834
	"Massachusetts"	"25"	"2009"	"2009"	"August"	"8"	6616
	"Massachusetts"	"25"	"2009"	"2009"	"September"	"9"	6489
	"Massachusetts"	"25"	"2009"	"2009"	"October"	"10"	6318
	"Massachusetts"	"25"	"2009"	"2009"	"November"	"11"	5730
	"Massachusetts"	"25"	"2009"	"2009"	"December"	"12"	6040
	"Massachusetts"	"25"	"2010"	"2010"	"January"	"1"	5667
	"Massachusetts"	"25"	"2010"	"2010"	"February"	"2"	5459
	"Massachusetts"	"25"	"2010"	"2010"	"March"	"3"	6162
	"Massachusetts"	"25"	"2010"	"2010"	"April"	"4"	6212
	"Massachusetts"	"25"	"2010"	"2010"	"May"	"5"	6221
	"Massachusetts"	"25"	"2010"	"2010"	"June"	"6"	6194
	"Massachusetts"	"25"	"2010"	"2010"	"July"	"7"	6469
	"Massachusetts"	"25"	"2010"	"2010"	"August"	"8"	6380
	"Massachusetts"	"25"	"2010"	"2010"	"September"	"9"	6342
	"Massachusetts"	"25"	"2010"	"2010"	"October"	"10"	5981
	"Massachusetts"	"25"	"2010"	"2010"	"November"	"11"	5853
	"Massachusetts"	"25"	"2010"	"2010"	"December"	"12"	5925
	"Massachusetts"	"25"	"2011"	"2011"	"January"	"1"	5979
	"Massachusetts"	"25"	"2011"	"2011"	"February"	"2"	5414
	"Massachusetts"	"25"	"2011"	"2011"	"March"	"3"	6070
	"Massachusetts"	"25"	"2011"	"2011"	"April"	"4"	6085
	"Massachusetts"	"25"	"2011"	"2011"	"May"	"5"	6242
	"Massachusetts"	"25"	"2011"	"2011"	"June"	"6"	6438
	"Massachusetts"	"25"	"2011"	"2011"	"July"	"7"	6506
	"Massachusetts"	"25"	"2011"	"2011"	"August"	"8"	6459
	"Massachusetts"	"25"	"2011"	"2011"	"September"	"9"	6260
	"Massachusetts"	"25"	"2011"	"2011"	"October"	"10"	6158
	"Massachusetts"	"25"	"2011"	"2011"	"November"	"11"	5754
	"Massachusetts"	"25"	"2011"	"2011"	"December"	"12"	5801
	"Massachusetts"	"25"	"2012"	"2012"	"January"	"1"	5600
	"Massachusetts"	"25"	"2012"	"2012"	"February"	"2"	5266
	"Massachusetts"	"25"	"2012"	"2012"	"March"	"3"	5957
	"Massachusetts"	"25"	"2012"	"2012"	"April"	"4"	5872
	"Massachusetts"	"25"	"2012"	"2012"	"May"	"5"	6398
	"Massachusetts"	"25"	"2012"	"2012"	"June"	"6"	6179
	"Massachusetts"	"25"	"2012"	"2012"	"July"	"7"	6464
	"Massachusetts"	"25"	"2012"	"2012"	"August"	"8"	6413
	"Massachusetts"	"25"	"2012"	"2012"	"September"	"9"	6211
	"Massachusetts"	"25"	"2012"	"2012"	"October"	"10"	6270
	"Massachusetts"	"25"	"2012"	"2012"	"November"	"11"	5954
	"Massachusetts"	"25"	"2012"	"2012"	"December"	"12"	5855
	"Massachusetts"	"25"	"2013"	"2013"	"January"	"1"	5869
	"Massachusetts"	"25"	"2013"	"2013"	"February"	"2"	5360
	"Massachusetts"	"25"	"2013"	"2013"	"March"	"3"	5900
	"Massachusetts"	"25"	"2013"	"2013"	"April"	"4"	5829
	"Massachusetts"	"25"	"2013"	"2013"	"May"	"5"	6115
	"Massachusetts"	"25"	"2013"	"2013"	"June"	"6"	5909
	"Massachusetts"	"25"	"2013"	"2013"	"July"	"7"	6439
	"Massachusetts"	"25"	"2013"	"2013"	"August"	"8"	6503
	"Massachusetts"	"25"	"2013"	"2013"	"September"	"9"	6041
	"Massachusetts"	"25"	"2013"	"2013"	"October"	"10"	6298
	"Massachusetts"	"25"	"2013"	"2013"	"November"	"11"	5729
	"Massachusetts"	"25"	"2013"	"2013"	"December"	"12"	5796
	"Massachusetts"	"25"	"2014"	"2014"	"January"	"1"	5742
	"Massachusetts"	"25"	"2014"	"2014"	"February"	"2"	5289
	"Massachusetts"	"25"	"2014"	"2014"	"March"	"3"	5887
	"Massachusetts"	"25"	"2014"	"2014"	"April"	"4"	5725
	"Massachusetts"	"25"	"2014"	"2014"	"May"	"5"	6287
	"Massachusetts"	"25"	"2014"	"2014"	"June"	"6"	6209
	"Massachusetts"	"25"	"2014"	"2014"	"July"	"7"	6534
	"Massachusetts"	"25"	"2014"	"2014"	"August"	"8"	6473
	"Massachusetts"	"25"	"2014"	"2014"	"September"	"9"	6254
	"Massachusetts"	"25"	"2014"	"2014"	"October"	"10"	6251
	"Massachusetts"	"25"	"2014"	"2014"	"November"	"11"	5530
	"Massachusetts"	"25"	"2014"	"2014"	"December"	"12"	5727
	"Massachusetts"	"25"	"2015"	"2015"	"January"	"1"	5600
	"Massachusetts"	"25"	"2015"	"2015"	"February"	"2"	5360
	"Massachusetts"	"25"	"2015"	"2015"	"March"	"3"	5784
	"Massachusetts"	"25"	"2015"	"2015"	"April"	"4"	5954
	"Massachusetts"	"25"	"2015"	"2015"	"May"	"5"	6208
	"Massachusetts"	"25"	"2015"	"2015"	"June"	"6"	6238
	"Massachusetts"	"25"	"2015"	"2015"	"July"	"7"	6530
	"Massachusetts"	"25"	"2015"	"2015"	"August"	"8"	6235
	"Massachusetts"	"25"	"2015"	"2015"	"September"	"9"	6249
	"Massachusetts"	"25"	"2015"	"2015"	"October"	"10"	6010
	"Massachusetts"	"25"	"2015"	"2015"	"November"	"11"	5601
	"Massachusetts"	"25"	"2015"	"2015"	"December"	"12"	5723
	"Michigan"	"26"	"2007"	"2007"	"January"	"1"	10298
	"Michigan"	"26"	"2007"	"2007"	"February"	"2"	9754
	"Michigan"	"26"	"2007"	"2007"	"March"	"3"	10594
	"Michigan"	"26"	"2007"	"2007"	"April"	"4"	10175
	"Michigan"	"26"	"2007"	"2007"	"May"	"5"	10876
	"Michigan"	"26"	"2007"	"2007"	"June"	"6"	10550
	"Michigan"	"26"	"2007"	"2007"	"July"	"7"	11120
	"Michigan"	"26"	"2007"	"2007"	"August"	"8"	11394
	"Michigan"	"26"	"2007"	"2007"	"September"	"9"	10345
	"Michigan"	"26"	"2007"	"2007"	"October"	"10"	10233
	"Michigan"	"26"	"2007"	"2007"	"November"	"11"	9936
	"Michigan"	"26"	"2007"	"2007"	"December"	"12"	9986
	"Michigan"	"26"	"2008"	"2008"	"January"	"1"	10010
	"Michigan"	"26"	"2008"	"2008"	"February"	"2"	9600
	"Michigan"	"26"	"2008"	"2008"	"March"	"3"	10232
	"Michigan"	"26"	"2008"	"2008"	"April"	"4"	10324
	"Michigan"	"26"	"2008"	"2008"	"May"	"5"	10567
	"Michigan"	"26"	"2008"	"2008"	"June"	"6"	10124
	"Michigan"	"26"	"2008"	"2008"	"July"	"7"	10701
	"Michigan"	"26"	"2008"	"2008"	"August"	"8"	10424
	"Michigan"	"26"	"2008"	"2008"	"September"	"9"	10386
	"Michigan"	"26"	"2008"	"2008"	"October"	"10"	9888
	"Michigan"	"26"	"2008"	"2008"	"November"	"11"	9101
	"Michigan"	"26"	"2008"	"2008"	"December"	"12"	9770
	"Michigan"	"26"	"2009"	"2009"	"January"	"1"	9578
	"Michigan"	"26"	"2009"	"2009"	"February"	"2"	8995
	"Michigan"	"26"	"2009"	"2009"	"March"	"3"	9931
	"Michigan"	"26"	"2009"	"2009"	"April"	"4"	9702
	"Michigan"	"26"	"2009"	"2009"	"May"	"5"	10186
	"Michigan"	"26"	"2009"	"2009"	"June"	"6"	10074
	"Michigan"	"26"	"2009"	"2009"	"July"	"7"	10816
	"Michigan"	"26"	"2009"	"2009"	"August"	"8"	9899
	"Michigan"	"26"	"2009"	"2009"	"September"	"9"	10300
	"Michigan"	"26"	"2009"	"2009"	"October"	"10"	9609
	"Michigan"	"26"	"2009"	"2009"	"November"	"11"	8988
	"Michigan"	"26"	"2009"	"2009"	"December"	"12"	9216
	"Michigan"	"26"	"2010"	"2010"	"January"	"1"	9084
	"Michigan"	"26"	"2010"	"2010"	"February"	"2"	8741
	"Michigan"	"26"	"2010"	"2010"	"March"	"3"	9878
	"Michigan"	"26"	"2010"	"2010"	"April"	"4"	9568
	"Michigan"	"26"	"2010"	"2010"	"May"	"5"	9719
	"Michigan"	"26"	"2010"	"2010"	"June"	"6"	9803
	"Michigan"	"26"	"2010"	"2010"	"July"	"7"	9986
	"Michigan"	"26"	"2010"	"2010"	"August"	"8"	9886
	"Michigan"	"26"	"2010"	"2010"	"September"	"9"	9784
	"Michigan"	"26"	"2010"	"2010"	"October"	"10"	9537
	"Michigan"	"26"	"2010"	"2010"	"November"	"11"	9107
	"Michigan"	"26"	"2010"	"2010"	"December"	"12"	9438
	"Michigan"	"26"	"2011"	"2011"	"January"	"1"	9226
	"Michigan"	"26"	"2011"	"2011"	"February"	"2"	8647
	"Michigan"	"26"	"2011"	"2011"	"March"	"3"	9649
	"Michigan"	"26"	"2011"	"2011"	"April"	"4"	9215
	"Michigan"	"26"	"2011"	"2011"	"May"	"5"	9719
	"Michigan"	"26"	"2011"	"2011"	"June"	"6"	9786
	"Michigan"	"26"	"2011"	"2011"	"July"	"7"	10129
	"Michigan"	"26"	"2011"	"2011"	"August"	"8"	10414
	"Michigan"	"26"	"2011"	"2011"	"September"	"9"	9712
	"Michigan"	"26"	"2011"	"2011"	"October"	"10"	9388
	"Michigan"	"26"	"2011"	"2011"	"November"	"11"	9001
	"Michigan"	"26"	"2011"	"2011"	"December"	"12"	9122
	"Michigan"	"26"	"2012"	"2012"	"January"	"1"	8870
	"Michigan"	"26"	"2012"	"2012"	"February"	"2"	8675
	"Michigan"	"26"	"2012"	"2012"	"March"	"3"	9497
	"Michigan"	"26"	"2012"	"2012"	"April"	"4"	8817
	"Michigan"	"26"	"2012"	"2012"	"May"	"5"	9788
	"Michigan"	"26"	"2012"	"2012"	"June"	"6"	9656
	"Michigan"	"26"	"2012"	"2012"	"July"	"7"	10117
	"Michigan"	"26"	"2012"	"2012"	"August"	"8"	10320
	"Michigan"	"26"	"2012"	"2012"	"September"	"9"	9397
	"Michigan"	"26"	"2012"	"2012"	"October"	"10"	9627
	"Michigan"	"26"	"2012"	"2012"	"November"	"11"	9308
	"Michigan"	"26"	"2012"	"2012"	"December"	"12"	9019
	"Michigan"	"26"	"2013"	"2013"	"January"	"1"	9157
	"Michigan"	"26"	"2013"	"2013"	"February"	"2"	8395
	"Michigan"	"26"	"2013"	"2013"	"March"	"3"	9303
	"Michigan"	"26"	"2013"	"2013"	"April"	"4"	9059
	"Michigan"	"26"	"2013"	"2013"	"May"	"5"	9888
	"Michigan"	"26"	"2013"	"2013"	"June"	"6"	9425
	"Michigan"	"26"	"2013"	"2013"	"July"	"7"	10336
	"Michigan"	"26"	"2013"	"2013"	"August"	"8"	10302
	"Michigan"	"26"	"2013"	"2013"	"September"	"9"	9616
	"Michigan"	"26"	"2013"	"2013"	"October"	"10"	9574
	"Michigan"	"26"	"2013"	"2013"	"November"	"11"	9048
	"Michigan"	"26"	"2013"	"2013"	"December"	"12"	9386
	"Michigan"	"26"	"2014"	"2014"	"January"	"1"	9124
	"Michigan"	"26"	"2014"	"2014"	"February"	"2"	8541
	"Michigan"	"26"	"2014"	"2014"	"March"	"3"	9471
	"Michigan"	"26"	"2014"	"2014"	"April"	"4"	9426
	"Michigan"	"26"	"2014"	"2014"	"May"	"5"	10057
	"Michigan"	"26"	"2014"	"2014"	"June"	"6"	9640
	"Michigan"	"26"	"2014"	"2014"	"July"	"7"	10415
	"Michigan"	"26"	"2014"	"2014"	"August"	"8"	10267
	"Michigan"	"26"	"2014"	"2014"	"September"	"9"	9647
	"Michigan"	"26"	"2014"	"2014"	"October"	"10"	9452
	"Michigan"	"26"	"2014"	"2014"	"November"	"11"	8938
	"Michigan"	"26"	"2014"	"2014"	"December"	"12"	9397
	"Michigan"	"26"	"2015"	"2015"	"January"	"1"	9102
	"Michigan"	"26"	"2015"	"2015"	"February"	"2"	8469
	"Michigan"	"26"	"2015"	"2015"	"March"	"3"	9615
	"Michigan"	"26"	"2015"	"2015"	"April"	"4"	9369
	"Michigan"	"26"	"2015"	"2015"	"May"	"5"	9558
	"Michigan"	"26"	"2015"	"2015"	"June"	"6"	9571
	"Michigan"	"26"	"2015"	"2015"	"July"	"7"	10330
	"Michigan"	"26"	"2015"	"2015"	"August"	"8"	10211
	"Michigan"	"26"	"2015"	"2015"	"September"	"9"	9518
	"Michigan"	"26"	"2015"	"2015"	"October"	"10"	9464
	"Michigan"	"26"	"2015"	"2015"	"November"	"11"	8869
	"Michigan"	"26"	"2015"	"2015"	"December"	"12"	9236
	"Minnesota"	"27"	"2007"	"2007"	"January"	"1"	6010
	"Minnesota"	"27"	"2007"	"2007"	"February"	"2"	5492
	"Minnesota"	"27"	"2007"	"2007"	"March"	"3"	6261
	"Minnesota"	"27"	"2007"	"2007"	"April"	"4"	6145
	"Minnesota"	"27"	"2007"	"2007"	"May"	"5"	6372
	"Minnesota"	"27"	"2007"	"2007"	"June"	"6"	6291
	"Minnesota"	"27"	"2007"	"2007"	"July"	"7"	6520
	"Minnesota"	"27"	"2007"	"2007"	"August"	"8"	6548
	"Minnesota"	"27"	"2007"	"2007"	"September"	"9"	6124
	"Minnesota"	"27"	"2007"	"2007"	"October"	"10"	6271
	"Minnesota"	"27"	"2007"	"2007"	"November"	"11"	5794
	"Minnesota"	"27"	"2007"	"2007"	"December"	"12"	5907
	"Minnesota"	"27"	"2008"	"2008"	"January"	"1"	5962
	"Minnesota"	"27"	"2008"	"2008"	"February"	"2"	5724
	"Minnesota"	"27"	"2008"	"2008"	"March"	"3"	6172
	"Minnesota"	"27"	"2008"	"2008"	"April"	"4"	6116
	"Minnesota"	"27"	"2008"	"2008"	"May"	"5"	6379
	"Minnesota"	"27"	"2008"	"2008"	"June"	"6"	6208
	"Minnesota"	"27"	"2008"	"2008"	"July"	"7"	6473
	"Minnesota"	"27"	"2008"	"2008"	"August"	"8"	6171
	"Minnesota"	"27"	"2008"	"2008"	"September"	"9"	6070
	"Minnesota"	"27"	"2008"	"2008"	"October"	"10"	6070
	"Minnesota"	"27"	"2008"	"2008"	"November"	"11"	5306
	"Minnesota"	"27"	"2008"	"2008"	"December"	"12"	5770
	"Minnesota"	"27"	"2009"	"2009"	"January"	"1"	5528
	"Minnesota"	"27"	"2009"	"2009"	"February"	"2"	5483
	"Minnesota"	"27"	"2009"	"2009"	"March"	"3"	6070
	"Minnesota"	"27"	"2009"	"2009"	"April"	"4"	5792
	"Minnesota"	"27"	"2009"	"2009"	"May"	"5"	6252
	"Minnesota"	"27"	"2009"	"2009"	"June"	"6"	6062
	"Minnesota"	"27"	"2009"	"2009"	"July"	"7"	6307
	"Minnesota"	"27"	"2009"	"2009"	"August"	"8"	6069
	"Minnesota"	"27"	"2009"	"2009"	"September"	"9"	6024
	"Minnesota"	"27"	"2009"	"2009"	"October"	"10"	5894
	"Minnesota"	"27"	"2009"	"2009"	"November"	"11"	5366
	"Minnesota"	"27"	"2009"	"2009"	"December"	"12"	5799
	"Minnesota"	"27"	"2010"	"2010"	"January"	"1"	5430
	"Minnesota"	"27"	"2010"	"2010"	"February"	"2"	5281
	"Minnesota"	"27"	"2010"	"2010"	"March"	"3"	5951
	"Minnesota"	"27"	"2010"	"2010"	"April"	"4"	5651
	"Minnesota"	"27"	"2010"	"2010"	"May"	"5"	6031
	"Minnesota"	"27"	"2010"	"2010"	"June"	"6"	5820
	"Minnesota"	"27"	"2010"	"2010"	"July"	"7"	5927
	"Minnesota"	"27"	"2010"	"2010"	"August"	"8"	5937
	"Minnesota"	"27"	"2010"	"2010"	"September"	"9"	5879
	"Minnesota"	"27"	"2010"	"2010"	"October"	"10"	5578
	"Minnesota"	"27"	"2010"	"2010"	"November"	"11"	5440
	"Minnesota"	"27"	"2010"	"2010"	"December"	"12"	5685
	"Minnesota"	"27"	"2011"	"2011"	"January"	"1"	5369
	"Minnesota"	"27"	"2011"	"2011"	"February"	"2"	5293
	"Minnesota"	"27"	"2011"	"2011"	"March"	"3"	5771
	"Minnesota"	"27"	"2011"	"2011"	"April"	"4"	5660
	"Minnesota"	"27"	"2011"	"2011"	"May"	"5"	5820
	"Minnesota"	"27"	"2011"	"2011"	"June"	"6"	6016
	"Minnesota"	"27"	"2011"	"2011"	"July"	"7"	6126
	"Minnesota"	"27"	"2011"	"2011"	"August"	"8"	6027
	"Minnesota"	"27"	"2011"	"2011"	"September"	"9"	5855
	"Minnesota"	"27"	"2011"	"2011"	"October"	"10"	5679
	"Minnesota"	"27"	"2011"	"2011"	"November"	"11"	5460
	"Minnesota"	"27"	"2011"	"2011"	"December"	"12"	5333
	"Minnesota"	"27"	"2012"	"2012"	"January"	"1"	5272
	"Minnesota"	"27"	"2012"	"2012"	"February"	"2"	5253
	"Minnesota"	"27"	"2012"	"2012"	"March"	"3"	5696
	"Minnesota"	"27"	"2012"	"2012"	"April"	"4"	5481
	"Minnesota"	"27"	"2012"	"2012"	"May"	"5"	6010
	"Minnesota"	"27"	"2012"	"2012"	"June"	"6"	5863
	"Minnesota"	"27"	"2012"	"2012"	"July"	"7"	6087
	"Minnesota"	"27"	"2012"	"2012"	"August"	"8"	6293
	"Minnesota"	"27"	"2012"	"2012"	"September"	"9"	5725
	"Minnesota"	"27"	"2012"	"2012"	"October"	"10"	5934
	"Minnesota"	"27"	"2012"	"2012"	"November"	"11"	5548
	"Minnesota"	"27"	"2012"	"2012"	"December"	"12"	5610
	"Minnesota"	"27"	"2013"	"2013"	"January"	"1"	5422
	"Minnesota"	"27"	"2013"	"2013"	"February"	"2"	5023
	"Minnesota"	"27"	"2013"	"2013"	"March"	"3"	5799
	"Minnesota"	"27"	"2013"	"2013"	"April"	"4"	5602
	"Minnesota"	"27"	"2013"	"2013"	"May"	"5"	5997
	"Minnesota"	"27"	"2013"	"2013"	"June"	"6"	5931
	"Minnesota"	"27"	"2013"	"2013"	"July"	"7"	6047
	"Minnesota"	"27"	"2013"	"2013"	"August"	"8"	6125
	"Minnesota"	"27"	"2013"	"2013"	"September"	"9"	5771
	"Minnesota"	"27"	"2013"	"2013"	"October"	"10"	6055
	"Minnesota"	"27"	"2013"	"2013"	"November"	"11"	5691
	"Minnesota"	"27"	"2013"	"2013"	"December"	"12"	5696
	"Minnesota"	"27"	"2014"	"2014"	"January"	"1"	5542
	"Minnesota"	"27"	"2014"	"2014"	"February"	"2"	5197
	"Minnesota"	"27"	"2014"	"2014"	"March"	"3"	5815
	"Minnesota"	"27"	"2014"	"2014"	"April"	"4"	5788
	"Minnesota"	"27"	"2014"	"2014"	"May"	"5"	6286
	"Minnesota"	"27"	"2014"	"2014"	"June"	"6"	5896
	"Minnesota"	"27"	"2014"	"2014"	"July"	"7"	6195
	"Minnesota"	"27"	"2014"	"2014"	"August"	"8"	6186
	"Minnesota"	"27"	"2014"	"2014"	"September"	"9"	5926
	"Minnesota"	"27"	"2014"	"2014"	"October"	"10"	5855
	"Minnesota"	"27"	"2014"	"2014"	"November"	"11"	5489
	"Minnesota"	"27"	"2014"	"2014"	"December"	"12"	5729
	"Minnesota"	"27"	"2015"	"2015"	"January"	"1"	5515
	"Minnesota"	"27"	"2015"	"2015"	"February"	"2"	5127
	"Minnesota"	"27"	"2015"	"2015"	"March"	"3"	5702
	"Minnesota"	"27"	"2015"	"2015"	"April"	"4"	5742
	"Minnesota"	"27"	"2015"	"2015"	"May"	"5"	6114
	"Minnesota"	"27"	"2015"	"2015"	"June"	"6"	6132
	"Minnesota"	"27"	"2015"	"2015"	"July"	"7"	6326
	"Minnesota"	"27"	"2015"	"2015"	"August"	"8"	6074
	"Minnesota"	"27"	"2015"	"2015"	"September"	"9"	5889
	"Minnesota"	"27"	"2015"	"2015"	"October"	"10"	6100
	"Minnesota"	"27"	"2015"	"2015"	"November"	"11"	5380
	"Minnesota"	"27"	"2015"	"2015"	"December"	"12"	5733
	"Mississippi"	"28"	"2007"	"2007"	"January"	"1"	3992
	"Mississippi"	"28"	"2007"	"2007"	"February"	"2"	3562
	"Mississippi"	"28"	"2007"	"2007"	"March"	"3"	3918
	"Mississippi"	"28"	"2007"	"2007"	"April"	"4"	3434
	"Mississippi"	"28"	"2007"	"2007"	"May"	"5"	3704
	"Mississippi"	"28"	"2007"	"2007"	"June"	"6"	3756
	"Mississippi"	"28"	"2007"	"2007"	"July"	"7"	3964
	"Mississippi"	"28"	"2007"	"2007"	"August"	"8"	4228
	"Mississippi"	"28"	"2007"	"2007"	"September"	"9"	3933
	"Mississippi"	"28"	"2007"	"2007"	"October"	"10"	4043
	"Mississippi"	"28"	"2007"	"2007"	"November"	"11"	3914
	"Mississippi"	"28"	"2007"	"2007"	"December"	"12"	4043
	"Mississippi"	"28"	"2008"	"2008"	"January"	"1"	3937
	"Mississippi"	"28"	"2008"	"2008"	"February"	"2"	3581
	"Mississippi"	"28"	"2008"	"2008"	"March"	"3"	3534
	"Mississippi"	"28"	"2008"	"2008"	"April"	"4"	3458
	"Mississippi"	"28"	"2008"	"2008"	"May"	"5"	3524
	"Mississippi"	"28"	"2008"	"2008"	"June"	"6"	3670
	"Mississippi"	"28"	"2008"	"2008"	"July"	"7"	4006
	"Mississippi"	"28"	"2008"	"2008"	"August"	"8"	3980
	"Mississippi"	"28"	"2008"	"2008"	"September"	"9"	3952
	"Mississippi"	"28"	"2008"	"2008"	"October"	"10"	3800
	"Mississippi"	"28"	"2008"	"2008"	"November"	"11"	3567
	"Mississippi"	"28"	"2008"	"2008"	"December"	"12"	3938
	"Mississippi"	"28"	"2009"	"2009"	"January"	"1"	3693
	"Mississippi"	"28"	"2009"	"2009"	"February"	"2"	3362
	"Mississippi"	"28"	"2009"	"2009"	"March"	"3"	3497
	"Mississippi"	"28"	"2009"	"2009"	"April"	"4"	3310
	"Mississippi"	"28"	"2009"	"2009"	"May"	"5"	3422
	"Mississippi"	"28"	"2009"	"2009"	"June"	"6"	3500
	"Mississippi"	"28"	"2009"	"2009"	"July"	"7"	3938
	"Mississippi"	"28"	"2009"	"2009"	"August"	"8"	3822
	"Mississippi"	"28"	"2009"	"2009"	"September"	"9"	3753
	"Mississippi"	"28"	"2009"	"2009"	"October"	"10"	3600
	"Mississippi"	"28"	"2009"	"2009"	"November"	"11"	3332
	"Mississippi"	"28"	"2009"	"2009"	"December"	"12"	3672
	"Mississippi"	"28"	"2010"	"2010"	"January"	"1"	3406
	"Mississippi"	"28"	"2010"	"2010"	"February"	"2"	3053
	"Mississippi"	"28"	"2010"	"2010"	"March"	"3"	3282
	"Mississippi"	"28"	"2010"	"2010"	"April"	"4"	3103
	"Mississippi"	"28"	"2010"	"2010"	"May"	"5"	3068
	"Mississippi"	"28"	"2010"	"2010"	"June"	"6"	3258
	"Mississippi"	"28"	"2010"	"2010"	"July"	"7"	3428
	"Mississippi"	"28"	"2010"	"2010"	"August"	"8"	3600
	"Mississippi"	"28"	"2010"	"2010"	"September"	"9"	3546
	"Mississippi"	"28"	"2010"	"2010"	"October"	"10"	3320
	"Mississippi"	"28"	"2010"	"2010"	"November"	"11"	3412
	"Mississippi"	"28"	"2010"	"2010"	"December"	"12"	3560
	"Mississippi"	"28"	"2011"	"2011"	"January"	"1"	3282
	"Mississippi"	"28"	"2011"	"2011"	"February"	"2"	3041
	"Mississippi"	"28"	"2011"	"2011"	"March"	"3"	3238
	"Mississippi"	"28"	"2011"	"2011"	"April"	"4"	2993
	"Mississippi"	"28"	"2011"	"2011"	"May"	"5"	3118
	"Mississippi"	"28"	"2011"	"2011"	"June"	"6"	3232
	"Mississippi"	"28"	"2011"	"2011"	"July"	"7"	3449
	"Mississippi"	"28"	"2011"	"2011"	"August"	"8"	3654
	"Mississippi"	"28"	"2011"	"2011"	"September"	"9"	3508
	"Mississippi"	"28"	"2011"	"2011"	"October"	"10"	3319
	"Mississippi"	"28"	"2011"	"2011"	"November"	"11"	3404
	"Mississippi"	"28"	"2011"	"2011"	"December"	"12"	3622
	"Mississippi"	"28"	"2012"	"2012"	"January"	"1"	3240
	"Mississippi"	"28"	"2012"	"2012"	"February"	"2"	3081
	"Mississippi"	"28"	"2012"	"2012"	"March"	"3"	3009
	"Mississippi"	"28"	"2012"	"2012"	"April"	"4"	2882
	"Mississippi"	"28"	"2012"	"2012"	"May"	"5"	3094
	"Mississippi"	"28"	"2012"	"2012"	"June"	"6"	3193
	"Mississippi"	"28"	"2012"	"2012"	"July"	"7"	3479
	"Mississippi"	"28"	"2012"	"2012"	"August"	"8"	3424
	"Mississippi"	"28"	"2012"	"2012"	"September"	"9"	3255
	"Mississippi"	"28"	"2012"	"2012"	"October"	"10"	3439
	"Mississippi"	"28"	"2012"	"2012"	"November"	"11"	3314
	"Mississippi"	"28"	"2012"	"2012"	"December"	"12"	3259
	"Mississippi"	"28"	"2013"	"2013"	"January"	"1"	3303
	"Mississippi"	"28"	"2013"	"2013"	"February"	"2"	2918
	"Mississippi"	"28"	"2013"	"2013"	"March"	"3"	3081
	"Mississippi"	"28"	"2013"	"2013"	"April"	"4"	2966
	"Mississippi"	"28"	"2013"	"2013"	"May"	"5"	3091
	"Mississippi"	"28"	"2013"	"2013"	"June"	"6"	2987
	"Mississippi"	"28"	"2013"	"2013"	"July"	"7"	3479
	"Mississippi"	"28"	"2013"	"2013"	"August"	"8"	3539
	"Mississippi"	"28"	"2013"	"2013"	"September"	"9"	3315
	"Mississippi"	"28"	"2013"	"2013"	"October"	"10"	3289
	"Mississippi"	"28"	"2013"	"2013"	"November"	"11"	3152
	"Mississippi"	"28"	"2013"	"2013"	"December"	"12"	3514
