"","number","monthYear","stateBirths","states","div"
"12144","22","8-2003",5852,"Massachusetts","1"
"12145","22","8-2004",5653,"Massachusetts","1"
"12146","22","8-2005",5242,"Massachusetts","1"
"12147","22","8-2006",6125,"Massachusetts","1"
"12148","22","8-2007",6147,"Massachusetts","1"
"12149","22","8-2008",5683,"Massachusetts","1"
"12150","22","8-2009",5813,"Massachusetts","1"
"12151","22","8-2010",5540,"Massachusetts","1"
"12152","22","8-2011",5774,"Massachusetts","1"
"12153","22","8-2012",5719,"Massachusetts","1"
"12154","22","8-2013",5653,"Massachusetts","1"
"12155","22","8-2014",5548,"Massachusetts","1"
"12156","22","8-2015",5853,"Massachusetts","1"
"12157","22","9-1968",3954,"Massachusetts","1"
"12158","22","9-1969",3793,"Massachusetts","1"
"12159","22","9-1970",4133,"Massachusetts","1"
"12160","22","9-1971",3612,"Massachusetts","1"
"12161","22","9-1972",3241,"Massachusetts","1"
"12162","22","9-1973",3023,"Massachusetts","1"
"12163","22","9-1974",3095,"Massachusetts","1"
"12164","22","9-1975",3023,"Massachusetts","1"
"12165","22","9-1976",2895,"Massachusetts","1"
"12166","22","9-1977",5784,"Massachusetts","1"
"12167","22","9-1978",5921,"Massachusetts","1"
"12168","22","9-1979",6052,"Massachusetts","1"
"12169","22","9-1980",6385,"Massachusetts","1"
"12170","22","9-1981",6287,"Massachusetts","1"
"12171","22","9-1982",6565,"Massachusetts","1"
"12172","22","9-1983",6435,"Massachusetts","1"
"12173","22","9-1984",6924,"Massachusetts","1"
"12174","22","9-1985",7147,"Massachusetts","1"
"12175","22","9-1986",7203,"Massachusetts","1"
"12176","22","9-1987",7252,"Massachusetts","1"
"12177","22","9-1988",7694,"Massachusetts","1"
"12178","22","9-1989",7928,"Massachusetts","1"
"12179","22","9-1990",7799,"Massachusetts","1"
"12180","22","9-1991",7318,"Massachusetts","1"
"12181","22","9-1992",7315,"Massachusetts","1"
"12182","22","9-1993",7250,"Massachusetts","1"
"12183","22","9-1994",6987,"Massachusetts","1"
"12184","22","9-1995",7075,"Massachusetts","1"
"12185","22","9-1996",6791,"Massachusetts","1"
"12186","22","9-1997",6921,"Massachusetts","1"
"12187","22","9-1998",7012,"Massachusetts","1"
"12188","22","9-1999",6966,"Massachusetts","1"
"12189","22","9-2000",6779,"Massachusetts","1"
"12190","22","9-2001",6796,"Massachusetts","1"
"12191","22","9-2002",6988,"Massachusetts","1"
"12192","22","9-2003",5931,"Massachusetts","1"
"12193","22","9-2004",5898,"Massachusetts","1"
"12194","22","9-2005",5186,"Massachusetts","1"
"12195","22","9-2006",5878,"Massachusetts","1"
"12196","22","9-2007",5725,"Massachusetts","1"
"12197","22","9-2008",5828,"Massachusetts","1"
"12198","22","9-2009",5918,"Massachusetts","1"
"12199","22","9-2010",5706,"Massachusetts","1"
"12200","22","9-2011",5517,"Massachusetts","1"
"12201","22","9-2012",5505,"Massachusetts","1"
"12202","22","9-2013",5604,"Massachusetts","1"
"12203","22","9-2014",5743,"Massachusetts","1"
"12204","22","9-2015",5881,"Massachusetts","1"
"12205","23","1-1968",6213,"Michigan","6"
"12206","23","1-1969",6787,"Michigan","6"
"12207","23","1-1970",6989,"Michigan","6"
"12208","23","1-1971",7179,"Michigan","6"
"12209","23","1-1972",6233,"Michigan","6"
"12210","23","1-1973",11802,"Michigan","6"
"12211","23","1-1974",11116,"Michigan","6"
"12212","23","1-1975",10944,"Michigan","6"
"12213","23","1-1976",10409,"Michigan","6"
"12214","23","1-1977",10912,"Michigan","6"
"12215","23","1-1978",11177,"Michigan","6"
"12216","23","1-1979",11479,"Michigan","6"
"12217","23","1-1980",11582,"Michigan","6"
"12218","23","1-1981",11406,"Michigan","6"
"12219","23","1-1982",11292,"Michigan","6"
"12220","23","1-1983",10805,"Michigan","6"
"12221","23","1-1984",10843,"Michigan","6"
"12222","23","1-1985",11085,"Michigan","6"
"12223","23","1-1986",11011,"Michigan","6"
"12224","23","1-1987",11047,"Michigan","6"
"12225","23","1-1988",11274,"Michigan","6"
"12226","23","1-1989",11285,"Michigan","6"
"12227","23","1-1990",12326,"Michigan","6"
"12228","23","1-1991",12012,"Michigan","6"
"12229","23","1-1992",11781,"Michigan","6"
"12230","23","1-1993",11327,"Michigan","6"
"12231","23","1-1994",10987,"Michigan","6"
"12232","23","1-1995",10807,"Michigan","6"
"12233","23","1-1996",10659,"Michigan","6"
"12234","23","1-1997",10634,"Michigan","6"
"12235","23","1-1998",10514,"Michigan","6"
"12236","23","1-1999",10670,"Michigan","6"
"12237","23","1-2000",10904,"Michigan","6"
"12238","23","1-2001",11142,"Michigan","6"
"12239","23","1-2002",10614,"Michigan","6"
"12240","23","1-2003",1094,"Michigan","6"
"12241","23","1-2004",1088,"Michigan","6"
"12242","23","1-2005",1088,"Michigan","6"
"12243","23","1-2006",1112,"Michigan","6"
"12244","23","1-2007",1189,"Michigan","6"
"12245","23","1-2008",1061,"Michigan","6"
"12246","23","1-2009",1049,"Michigan","6"
"12247","23","1-2010",1055,"Michigan","6"
"12248","23","1-2011",1006,"Michigan","6"
"12249","23","1-2012",1050,"Michigan","6"
"12250","23","1-2013",1059,"Michigan","6"
"12251","23","1-2014",1012,"Michigan","6"
"12252","23","1-2015",1045,"Michigan","6"
"12253","23","10-1968",7012,"Michigan","6"
"12254","23","10-1969",7168,"Michigan","6"
"12255","23","10-1970",7379,"Michigan","6"
"12256","23","10-1971",6850,"Michigan","6"
"12257","23","10-1972",6018,"Michigan","6"
"12258","23","10-1973",11519,"Michigan","6"
"12259","23","10-1974",12102,"Michigan","6"
"12260","23","10-1975",11136,"Michigan","6"
"12261","23","10-1976",11358,"Michigan","6"
"12262","23","10-1977",11780,"Michigan","6"
"12263","23","10-1978",11690,"Michigan","6"
"12264","23","10-1979",12535,"Michigan","6"
"12265","23","10-1980",12197,"Michigan","6"
"12266","23","10-1981",11640,"Michigan","6"
"12267","23","10-1982",11569,"Michigan","6"
"12268","23","10-1983",10905,"Michigan","6"
"12269","23","10-1984",12050,"Michigan","6"
"12270","23","10-1985",11540,"Michigan","6"
"12271","23","10-1986",11394,"Michigan","6"
"12272","23","10-1987",11758,"Michigan","6"
"12273","23","10-1988",11602,"Michigan","6"
"12274","23","10-1989",12782,"Michigan","6"
"12275","23","10-1990",12343,"Michigan","6"
"12276","23","10-1991",12345,"Michigan","6"
"12277","23","10-1992",11703,"Michigan","6"
"12278","23","10-1993",11259,"Michigan","6"
"12279","23","10-1994",11184,"Michigan","6"
"12280","23","10-1995",11095,"Michigan","6"
"12281","23","10-1996",11138,"Michigan","6"
"12282","23","10-1997",11063,"Michigan","6"
"12283","23","10-1998",10960,"Michigan","6"
"12284","23","10-1999",11298,"Michigan","6"
"12285","23","10-2000",11187,"Michigan","6"
"12286","23","10-2001",11125,"Michigan","6"
"12287","23","10-2002",10718,"Michigan","6"
"12288","23","10-2003",1140,"Michigan","6"
"12289","23","10-2004",1099,"Michigan","6"
"12290","23","10-2005",1129,"Michigan","6"
"12291","23","10-2006",1176,"Michigan","6"
"12292","23","10-2007",1236,"Michigan","6"
"12293","23","10-2008",1090,"Michigan","6"
"12294","23","10-2009",1136,"Michigan","6"
"12295","23","10-2010",1054,"Michigan","6"
"12296","23","10-2011",1100,"Michigan","6"
"12297","23","10-2012",1149,"Michigan","6"
"12298","23","10-2013",1103,"Michigan","6"
"12299","23","10-2014",1083,"Michigan","6"
"12300","23","10-2015",1061,"Michigan","6"
"12301","23","11-1968",6650,"Michigan","6"
"12302","23","11-1969",6971,"Michigan","6"
"12303","23","11-1970",6924,"Michigan","6"
"12304","23","11-1971",6301,"Michigan","6"
"12305","23","11-1972",5935,"Michigan","6"
"12306","23","11-1973",11069,"Michigan","6"
"12307","23","11-1974",11098,"Michigan","6"
"12308","23","11-1975",10091,"Michigan","6"
"12309","23","11-1976",10660,"Michigan","6"
"12310","23","11-1977",11150,"Michigan","6"
"12311","23","11-1978",11243,"Michigan","6"
"12312","23","11-1979",11365,"Michigan","6"
"12313","23","11-1980",11321,"Michigan","6"
"12314","23","11-1981",10741,"Michigan","6"
"12315","23","11-1982",10708,"Michigan","6"
"12316","23","11-1983",10429,"Michigan","6"
"12317","23","11-1984",10697,"Michigan","6"
"12318","23","11-1985",10779,"Michigan","6"
"12319","23","11-1986",10449,"Michigan","6"
"12320","23","11-1987",10806,"Michigan","6"
"12321","23","11-1988",10886,"Michigan","6"
"12322","23","11-1989",11749,"Michigan","6"
"12323","23","11-1990",11783,"Michigan","6"
"12324","23","11-1991",11378,"Michigan","6"
"12325","23","11-1992",11029,"Michigan","6"
"12326","23","11-1993",10587,"Michigan","6"
"12327","23","11-1994",10792,"Michigan","6"
"12328","23","11-1995",10147,"Michigan","6"
"12329","23","11-1996",10268,"Michigan","6"
"12330","23","11-1997",10271,"Michigan","6"
"12331","23","11-1998",10145,"Michigan","6"
"12332","23","11-1999",10273,"Michigan","6"
"12333","23","11-2000",10847,"Michigan","6"
"12334","23","11-2001",10256,"Michigan","6"
"12335","23","11-2002",10086,"Michigan","6"
"12336","23","11-2003",1066,"Michigan","6"
"12337","23","11-2004",1071,"Michigan","6"
"12338","23","11-2005",1074,"Michigan","6"
"12339","23","11-2006",1135,"Michigan","6"
"12340","23","11-2007",1073,"Michigan","6"
"12341","23","11-2008",1013,"Michigan","6"
"12342","23","11-2009",988,"Michigan","6"
"12343","23","11-2010",990,"Michigan","6"
"12344","23","11-2011",989,"Michigan","6"
"12345","23","11-2012",1004,"Michigan","6"
"12346","23","11-2013",1049,"Michigan","6"
"12347","23","11-2014",1003,"Michigan","6"
"12348","23","11-2015",975,"Michigan","6"
"12349","23","12-1968",6822,"Michigan","6"
"12350","23","12-1969",7153,"Michigan","6"
"12351","23","12-1970",7526,"Michigan","6"
"12352","23","12-1971",6353,"Michigan","6"
"12353","23","12-1972",6172,"Michigan","6"
"12354","23","12-1973",11393,"Michigan","6"
"12355","23","12-1974",10978,"Michigan","6"
"12356","23","12-1975",10790,"Michigan","6"
"12357","23","12-1976",10903,"Michigan","6"
"12358","23","12-1977",11210,"Michigan","6"
"12359","23","12-1978",11466,"Michigan","6"
"12360","23","12-1979",11647,"Michigan","6"
"12361","23","12-1980",11600,"Michigan","6"
"12362","23","12-1981",11035,"Michigan","6"
"12363","23","12-1982",10637,"Michigan","6"
"12364","23","12-1983",10390,"Michigan","6"
"12365","23","12-1984",10757,"Michigan","6"
"12366","23","12-1985",10760,"Michigan","6"
"12367","23","12-1986",11331,"Michigan","6"
"12368","23","12-1987",11328,"Michigan","6"
"12369","23","12-1988",10031,"Michigan","6"
"12370","23","12-1989",12231,"Michigan","6"
"12371","23","12-1990",11592,"Michigan","6"
"12372","23","12-1991",11921,"Michigan","6"
"12373","23","12-1992",11501,"Michigan","6"
"12374","23","12-1993",10814,"Michigan","6"
"12375","23","12-1994",11120,"Michigan","6"
"12376","23","12-1995",10589,"Michigan","6"
"12377","23","12-1996",10588,"Michigan","6"
"12378","23","12-1997",10920,"Michigan","6"
"12379","23","12-1998",10928,"Michigan","6"
"12380","23","12-1999",10531,"Michigan","6"
"12381","23","12-2000",11149,"Michigan","6"
"12382","23","12-2001",10366,"Michigan","6"
"12383","23","12-2002",10482,"Michigan","6"
"12384","23","12-2003",1095,"Michigan","6"
"12385","23","12-2004",1169,"Michigan","6"
"12386","23","12-2005",1135,"Michigan","6"
"12387","23","12-2006",1179,"Michigan","6"
"12388","23","12-2007",1086,"Michigan","6"
"12389","23","12-2008",1041,"Michigan","6"
"12390","23","12-2009",1052,"Michigan","6"
"12391","23","12-2010",1017,"Michigan","6"
"12392","23","12-2011",963,"Michigan","6"
"12393","23","12-2012",1082,"Michigan","6"
"12394","23","12-2013",1032,"Michigan","6"
"12395","23","12-2014",931,"Michigan","6"
"12396","23","12-2015",1028,"Michigan","6"
"12397","23","2-1968",6132,"Michigan","6"
"12398","23","2-1969",6168,"Michigan","6"
"12399","23","2-1970",6664,"Michigan","6"
"12400","23","2-1971",6525,"Michigan","6"
"12401","23","2-1972",6004,"Michigan","6"
"12402","23","2-1973",10861,"Michigan","6"
"12403","23","2-1974",10366,"Michigan","6"
"12404","23","2-1975",10248,"Michigan","6"
"12405","23","2-1976",9867,"Michigan","6"
"12406","23","2-1977",10346,"Michigan","6"
"12407","23","2-1978",10569,"Michigan","6"
"12408","23","2-1979",10996,"Michigan","6"
"12409","23","2-1980",11379,"Michigan","6"
"12410","23","2-1981",10785,"Michigan","6"
"12411","23","2-1982",10664,"Michigan","6"
"12412","23","2-1983",10125,"Michigan","6"
"12413","23","2-1984",10422,"Michigan","6"
"12414","23","2-1985",10395,"Michigan","6"
"12415","23","2-1986",10369,"Michigan","6"
"12416","23","2-1987",10380,"Michigan","6"
"12417","23","2-1988",10932,"Michigan","6"
"12418","23","2-1989",10921,"Michigan","6"
"12419","23","2-1990",11926,"Michigan","6"
"12420","23","2-1991",11597,"Michigan","6"
"12421","23","2-1992",11404,"Michigan","6"
"12422","23","2-1993",10784,"Michigan","6"
"12423","23","2-1994",10489,"Michigan","6"
"12424","23","2-1995",10494,"Michigan","6"
"12425","23","2-1996",10462,"Michigan","6"
"12426","23","2-1997",10301,"Michigan","6"
"12427","23","2-1998",10127,"Michigan","6"
"12428","23","2-1999",10118,"Michigan","6"
"12429","23","2-2000",10905,"Michigan","6"
"12430","23","2-2001",10012,"Michigan","6"
"12431","23","2-2002",9895,"Michigan","6"
"12432","23","2-2003",1057,"Michigan","6"
"12433","23","2-2004",1005,"Michigan","6"
"12434","23","2-2005",1029,"Michigan","6"
"12435","23","2-2006",1039,"Michigan","6"
"12436","23","2-2007",1100,"Michigan","6"
"12437","23","2-2008",1115,"Michigan","6"
"12438","23","2-2009",1034,"Michigan","6"
"12439","23","2-2010",952,"Michigan","6"
"12440","23","2-2011",955,"Michigan","6"
"12441","23","2-2012",939,"Michigan","6"
"12442","23","2-2013",963,"Michigan","6"
"12443","23","2-2014",886,"Michigan","6"
"12444","23","2-2015",979,"Michigan","6"
"12445","23","3-1968",6409,"Michigan","6"
"12446","23","3-1969",6849,"Michigan","6"
"12447","23","3-1970",7258,"Michigan","6"
"12448","23","3-1971",7202,"Michigan","6"
"12449","23","3-1972",6266,"Michigan","6"
"12450","23","3-1973",12173,"Michigan","6"
"12451","23","3-1974",11485,"Michigan","6"
"12452","23","3-1975",11190,"Michigan","6"
"12453","23","3-1976",10953,"Michigan","6"
"12454","23","3-1977",11729,"Michigan","6"
"12455","23","3-1978",11691,"Michigan","6"
"12456","23","3-1979",12265,"Michigan","6"
"12457","23","3-1980",12368,"Michigan","6"
"12458","23","3-1981",12162,"Michigan","6"
"12459","23","3-1982",11955,"Michigan","6"
"12460","23","3-1983",11696,"Michigan","6"
"12461","23","3-1984",11531,"Michigan","6"
"12462","23","3-1985",11882,"Michigan","6"
"12463","23","3-1986",11648,"Michigan","6"
"12464","23","3-1987",11973,"Michigan","6"
"12465","23","3-1988",12042,"Michigan","6"
"12466","23","3-1989",12427,"Michigan","6"
"12467","23","3-1990",13448,"Michigan","6"
"12468","23","3-1991",13115,"Michigan","6"
"12469","23","3-1992",12341,"Michigan","6"
"12470","23","3-1993",12320,"Michigan","6"
"12471","23","3-1994",12222,"Michigan","6"
"12472","23","3-1995",11789,"Michigan","6"
"12473","23","3-1996",11408,"Michigan","6"
"12474","23","3-1997",11335,"Michigan","6"
"12475","23","3-1998",11529,"Michigan","6"
"12476","23","3-1999",11379,"Michigan","6"
"12477","23","3-2000",11509,"Michigan","6"
"12478","23","3-2001",11567,"Michigan","6"
"12479","23","3-2002",11200,"Michigan","6"
"12480","23","3-2003",1160,"Michigan","6"
"12481","23","3-2004",1198,"Michigan","6"
"12482","23","3-2005",1263,"Michigan","6"
"12483","23","3-2006",1194,"Michigan","6"
"12484","23","3-2007",1167,"Michigan","6"
"12485","23","3-2008",1161,"Michigan","6"
"12486","23","3-2009",1159,"Michigan","6"
"12487","23","3-2010",1051,"Michigan","6"
"12488","23","3-2011",1019,"Michigan","6"
"12489","23","3-2012",1061,"Michigan","6"
"12490","23","3-2013",1063,"Michigan","6"
"12491","23","3-2014",1124,"Michigan","6"
"12492","23","3-2015",1011,"Michigan","6"
"12493","23","4-1968",6424,"Michigan","6"
"12494","23","4-1969",6591,"Michigan","6"
"12495","23","4-1970",6795,"Michigan","6"
"12496","23","4-1971",6589,"Michigan","6"
"12497","23","4-1972",5846,"Michigan","6"
"12498","23","4-1973",11274,"Michigan","6"
"12499","23","4-1974",11188,"Michigan","6"
"12500","23","4-1975",11059,"Michigan","6"
"12501","23","4-1976",10292,"Michigan","6"
"12502","23","4-1977",11074,"Michigan","6"
"12503","23","4-1978",10877,"Michigan","6"
"12504","23","4-1979",11597,"Michigan","6"
"12505","23","4-1980",11947,"Michigan","6"
"12506","23","4-1981",11661,"Michigan","6"
"12507","23","4-1982",11574,"Michigan","6"
"12508","23","4-1983",11005,"Michigan","6"
"12509","23","4-1984",10692,"Michigan","6"
"12510","23","4-1985",11586,"Michigan","6"
"12511","23","4-1986",11341,"Michigan","6"
"12512","23","4-1987",11715,"Michigan","6"
"12513","23","4-1988",11353,"Michigan","6"
"12514","23","4-1989",12149,"Michigan","6"
"12515","23","4-1990",12850,"Michigan","6"
"12516","23","4-1991",12897,"Michigan","6"
"12517","23","4-1992",12062,"Michigan","6"
"12518","23","4-1993",11974,"Michigan","6"
"12519","23","4-1994",11595,"Michigan","6"
"12520","23","4-1995",10941,"Michigan","6"
"12521","23","4-1996",11008,"Michigan","6"
"12522","23","4-1997",11267,"Michigan","6"
"12523","23","4-1998",11039,"Michigan","6"
"12524","23","4-1999",11109,"Michigan","6"
"12525","23","4-2000",11133,"Michigan","6"
"12526","23","4-2001",11051,"Michigan","6"
"12527","23","4-2002",10769,"Michigan","6"
"12528","23","4-2003",1186,"Michigan","6"
"12529","23","4-2004",1203,"Michigan","6"
"12530","23","4-2005",1191,"Michigan","6"
"12531","23","4-2006",1110,"Michigan","6"
"12532","23","4-2007",1161,"Michigan","6"
"12533","23","4-2008",1155,"Michigan","6"
"12534","23","4-2009",1157,"Michigan","6"
"12535","23","4-2010",1172,"Michigan","6"
"12536","23","4-2011",1003,"Michigan","6"
"12537","23","4-2012",1061,"Michigan","6"
"12538","23","4-2013",1009,"Michigan","6"
"12539","23","4-2014",1047,"Michigan","6"
"12540","23","4-2015",983,"Michigan","6"
"12541","23","5-1968",6889,"Michigan","6"
"12542","23","5-1969",6751,"Michigan","6"
"12543","23","5-1970",7120,"Michigan","6"
"12544","23","5-1971",6560,"Michigan","6"
"12545","23","5-1972",6326,"Michigan","6"
"12546","23","5-1973",11623,"Michigan","6"
"12547","23","5-1974",11437,"Michigan","6"
"12548","23","5-1975",11664,"Michigan","6"
"12549","23","5-1976",10658,"Michigan","6"
"12550","23","5-1977",12154,"Michigan","6"
"12551","23","5-1978",11856,"Michigan","6"
"12552","23","5-1979",12367,"Michigan","6"
"12553","23","5-1980",12451,"Michigan","6"
"12554","23","5-1981",12133,"Michigan","6"
"12555","23","5-1982",12073,"Michigan","6"
"12556","23","5-1983",11727,"Michigan","6"
"12557","23","5-1984",11322,"Michigan","6"
"12558","23","5-1985",12148,"Michigan","6"
"12559","23","5-1986",12013,"Michigan","6"
"12560","23","5-1987",12390,"Michigan","6"
"12561","23","5-1988",11995,"Michigan","6"
"12562","23","5-1989",12462,"Michigan","6"
"12563","23","5-1990",13394,"Michigan","6"
"12564","23","5-1991",13509,"Michigan","6"
"12565","23","5-1992",12896,"Michigan","6"
"12566","23","5-1993",12382,"Michigan","6"
"12567","23","5-1994",12020,"Michigan","6"
"12568","23","5-1995",12002,"Michigan","6"
"12569","23","5-1996",11489,"Michigan","6"
"12570","23","5-1997",11724,"Michigan","6"
"12571","23","5-1998",11781,"Michigan","6"
"12572","23","5-1999",11351,"Michigan","6"
"12573","23","5-2000",11856,"Michigan","6"
"12574","23","5-2001",11841,"Michigan","6"
"12575","23","5-2002",11131,"Michigan","6"
"12576","23","5-2003",1193,"Michigan","6"
"12577","23","5-2004",1219,"Michigan","6"
"12578","23","5-2005",1228,"Michigan","6"
"12579","23","5-2006",1265,"Michigan","6"
"12580","23","5-2007",1235,"Michigan","6"
"12581","23","5-2008",1204,"Michigan","6"
"12582","23","5-2009",1163,"Michigan","6"
"12583","23","5-2010",1135,"Michigan","6"
"12584","23","5-2011",1087,"Michigan","6"
"12585","23","5-2012",1106,"Michigan","6"
"12586","23","5-2013",1106,"Michigan","6"
"12587","23","5-2014",1100,"Michigan","6"
"12588","23","5-2015",1050,"Michigan","6"
"12589","23","6-1968",6688,"Michigan","6"
"12590","23","6-1969",6710,"Michigan","6"
"12591","23","6-1970",6942,"Michigan","6"
"12592","23","6-1971",6787,"Michigan","6"
"12593","23","6-1972",5929,"Michigan","6"
"12594","23","6-1973",11707,"Michigan","6"
"12595","23","6-1974",10839,"Michigan","6"
"12596","23","6-1975",11065,"Michigan","6"
"12597","23","6-1976",10889,"Michigan","6"
"12598","23","6-1977",11362,"Michigan","6"
"12599","23","6-1978",11452,"Michigan","6"
"12600","23","6-1979",11998,"Michigan","6"
"12601","23","6-1980",12193,"Michigan","6"
"12602","23","6-1981",11695,"Michigan","6"
"12603","23","6-1982",11491,"Michigan","6"
"12604","23","6-1983",11437,"Michigan","6"
"12605","23","6-1984",11336,"Michigan","6"
"12606","23","6-1985",11645,"Michigan","6"
"12607","23","6-1986",11501,"Michigan","6"
"12608","23","6-1987",12081,"Michigan","6"
"12609","23","6-1988",12010,"Michigan","6"
"12610","23","6-1989",12562,"Michigan","6"
"12611","23","6-1990",13408,"Michigan","6"
"12612","23","6-1991",12372,"Michigan","6"
"12613","23","6-1992",12152,"Michigan","6"
"12614","23","6-1993",12200,"Michigan","6"
"12615","23","6-1994",11744,"Michigan","6"
"12616","23","6-1995",11594,"Michigan","6"
"12617","23","6-1996",11246,"Michigan","6"
"12618","23","6-1997",11503,"Michigan","6"
"12619","23","6-1998",11625,"Michigan","6"
"12620","23","6-1999",11464,"Michigan","6"
"12621","23","6-2000",11815,"Michigan","6"
"12622","23","6-2001",11173,"Michigan","6"
"12623","23","6-2002",11004,"Michigan","6"
"12624","23","6-2003",1108,"Michigan","6"
"12625","23","6-2004",1272,"Michigan","6"
"12626","23","6-2005",1206,"Michigan","6"
"12627","23","6-2006",1236,"Michigan","6"
"12628","23","6-2007",1236,"Michigan","6"
"12629","23","6-2008",1154,"Michigan","6"
"12630","23","6-2009",1183,"Michigan","6"
"12631","23","6-2010",1141,"Michigan","6"
"12632","23","6-2011",1094,"Michigan","6"
"12633","23","6-2012",1039,"Michigan","6"
"12634","23","6-2013",1128,"Michigan","6"
"12635","23","6-2014",1088,"Michigan","6"
"12636","23","6-2015",1139,"Michigan","6"
"12637","23","7-1968",6994,"Michigan","6"
"12638","23","7-1969",7247,"Michigan","6"
"12639","23","7-1970",7435,"Michigan","6"
"12640","23","7-1971",6887,"Michigan","6"
"12641","23","7-1972",6270,"Michigan","6"
"12642","23","7-1973",12724,"Michigan","6"
"12643","23","7-1974",12036,"Michigan","6"
"12644","23","7-1975",11977,"Michigan","6"
"12645","23","7-1976",11736,"Michigan","6"
"12646","23","7-1977",12204,"Michigan","6"
"12647","23","7-1978",12391,"Michigan","6"
"12648","23","7-1979",12879,"Michigan","6"
"12649","23","7-1980",13018,"Michigan","6"
"12650","23","7-1981",12646,"Michigan","6"
"12651","23","7-1982",12309,"Michigan","6"
"12652","23","7-1983",11868,"Michigan","6"
"12653","23","7-1984",12130,"Michigan","6"
"12654","23","7-1985",12257,"Michigan","6"
"12655","23","7-1986",12178,"Michigan","6"
"12656","23","7-1987",12468,"Michigan","6"
"12657","23","7-1988",12450,"Michigan","6"
"12658","23","7-1989",13208,"Michigan","6"
"12659","23","7-1990",13712,"Michigan","6"
"12660","23","7-1991",13180,"Michigan","6"
"12661","23","7-1992",12978,"Michigan","6"
"12662","23","7-1993",12240,"Michigan","6"
"12663","23","7-1994",12215,"Michigan","6"
"12664","23","7-1995",11748,"Michigan","6"
"12665","23","7-1996",11917,"Michigan","6"
"12666","23","7-1997",11852,"Michigan","6"
"12667","23","7-1998",12057,"Michigan","6"
"12668","23","7-1999",12035,"Michigan","6"
"12669","23","7-2000",11715,"Michigan","6"
"12670","23","7-2001",11863,"Michigan","6"
"12671","23","7-2002",11620,"Michigan","6"
"12672","23","7-2003",1218,"Michigan","6"
"12673","23","7-2004",1196,"Michigan","6"
"12674","23","7-2005",1282,"Michigan","6"
"12675","23","7-2006",1216,"Michigan","6"
"12676","23","7-2007",1233,"Michigan","6"
"12677","23","7-2008",1203,"Michigan","6"
"12678","23","7-2009",1229,"Michigan","6"
"12679","23","7-2010",1136,"Michigan","6"
"12680","23","7-2011",1177,"Michigan","6"
"12681","23","7-2012",1107,"Michigan","6"
"12682","23","7-2013",1051,"Michigan","6"
"12683","23","7-2014",1164,"Michigan","6"
"12684","23","7-2015",1142,"Michigan","6"
"12685","23","8-1968",6941,"Michigan","6"
"12686","23","8-1969",7383,"Michigan","6"
"12687","23","8-1970",7453,"Michigan","6"
"12688","23","8-1971",7135,"Michigan","6"
"12689","23","8-1972",6396,"Michigan","6"
"12690","23","8-1973",12507,"Michigan","6"
"12691","23","8-1974",12003,"Michigan","6"
"12692","23","8-1975",11717,"Michigan","6"
"12693","23","8-1976",11599,"Michigan","6"
"12694","23","8-1977",12266,"Michigan","6"
"12695","23","8-1978",12377,"Michigan","6"
"12696","23","8-1979",12802,"Michigan","6"
"12697","23","8-1980",12835,"Michigan","6"
"12698","23","8-1981",12699,"Michigan","6"
"12699","23","8-1982",12079,"Michigan","6"
"12700","23","8-1983",11545,"Michigan","6"
"12701","23","8-1984",12285,"Michigan","6"
"12702","23","8-1985",12173,"Michigan","6"
"12703","23","8-1986",12178,"Michigan","6"
"12704","23","8-1987",12317,"Michigan","6"
"12705","23","8-1988",12740,"Michigan","6"
"12706","23","8-1989",13482,"Michigan","6"
"12707","23","8-1990",13892,"Michigan","6"
"12708","23","8-1991",13260,"Michigan","6"
"12709","23","8-1992",12197,"Michigan","6"
"12710","23","8-1993",12043,"Michigan","6"
"12711","23","8-1994",12172,"Michigan","6"
"12712","23","8-1995",11923,"Michigan","6"
"12713","23","8-1996",11865,"Michigan","6"
"12714","23","8-1997",11666,"Michigan","6"
"12715","23","8-1998",11671,"Michigan","6"
"12716","23","8-1999",11904,"Michigan","6"
"12717","23","8-2000",11943,"Michigan","6"
"12718","23","8-2001",11865,"Michigan","6"
"12719","23","8-2002",11405,"Michigan","6"
"12720","23","8-2003",1243,"Michigan","6"
"12721","23","8-2004",1234,"Michigan","6"
"12722","23","8-2005",1235,"Michigan","6"
"12723","23","8-2006",1330,"Michigan","6"
"12724","23","8-2007",1214,"Michigan","6"
"12725","23","8-2008",1221,"Michigan","6"
"12726","23","8-2009",1147,"Michigan","6"
"12727","23","8-2010",1130,"Michigan","6"
"12728","23","8-2011",1165,"Michigan","6"
"12729","23","8-2012",1141,"Michigan","6"
"12730","23","8-2013",1136,"Michigan","6"
"12731","23","8-2014",1154,"Michigan","6"
"12732","23","8-2015",1115,"Michigan","6"
"12733","23","9-1968",6897,"Michigan","6"
"12734","23","9-1969",6999,"Michigan","6"
"12735","23","9-1970",7476,"Michigan","6"
"12736","23","9-1971",6818,"Michigan","6"
"12737","23","9-1972",6096,"Michigan","6"
"12738","23","9-1973",11961,"Michigan","6"
"12739","23","9-1974",12113,"Michigan","6"
"12740","23","9-1975",11408,"Michigan","6"
"12741","23","9-1976",11465,"Michigan","6"
"12742","23","9-1977",11933,"Michigan","6"
"12743","23","9-1978",12336,"Michigan","6"
"12744","23","9-1979",12651,"Michigan","6"
"12745","23","9-1980",12610,"Michigan","6"
"12746","23","9-1981",12077,"Michigan","6"
